tick,actor_id,type,x,y,heading,velocity
13,0,car,53.028572,5.250000,3.141593,6.834348
13,1,car,38.946339,5.250000,3.141593,10.968502
13,2,car,21.239780,5.250000,3.141593,5.999749
13,3,car,49.647045,1.750000,3.141593,8.337086
13,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
13,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
13,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
13,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
14,0,car,53.028572,5.250000,3.141593,6.834348
14,1,car,38.946339,5.250000,3.141593,10.968502
14,2,car,21.239780,5.250000,3.141593,5.999749
14,3,car,49.647045,1.750000,3.141593,8.337086
14,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
14,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
14,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
14,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
15,0,car,53.028572,5.250000,3.141593,6.834348
15,1,car,38.946339,5.250000,3.141593,10.968502
15,2,car,21.239780,5.250000,3.141593,5.999749
15,3,car,49.647045,1.750000,3.141593,8.337086
15,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
15,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
15,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
15,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
16,0,car,53.028572,5.250000,3.141593,6.834348
16,1,car,38.946339,5.250000,3.141593,10.968502
16,2,car,21.239780,5.250000,3.141593,5.999749
16,3,car,49.647045,1.750000,3.141593,8.337086
16,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
16,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
16,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
16,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
17,0,car,53.028572,5.250000,3.141593,6.834348
17,1,car,38.946339,5.250000,3.141593,10.968502
17,2,car,21.239780,5.250000,3.141593,5.999749
17,3,car,49.647045,1.750000,3.141593,8.337086
17,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
17,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
17,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
17,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
18,0,car,53.028572,5.250000,3.141593,6.834348
18,1,car,38.946339,5.250000,3.141593,10.968502
18,2,car,21.239780,5.250000,3.141593,5.999749
18,3,car,49.647045,1.750000,3.141593,8.337086
18,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
18,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
18,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
18,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
19,0,car,53.028572,5.250000,3.141593,6.834348
19,1,car,38.946339,5.250000,3.141593,10.968502
19,2,car,21.239780,5.250000,3.141593,5.999749
19,3,car,49.647045,1.750000,3.141593,8.337086
19,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
19,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
19,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
19,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
20,0,car,53.028572,5.250000,3.141593,6.834348
20,1,car,38.946339,5.250000,3.141593,10.968502
20,2,car,21.239780,5.250000,3.141593,5.999749
20,3,car,49.647045,1.750000,3.141593,8.337086
20,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
20,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
20,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
20,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
21,0,car,53.028572,5.250000,3.141593,6.834348
21,1,car,38.946339,5.250000,3.141593,10.968502
21,2,car,21.239780,5.250000,3.141593,5.999749
21,3,car,49.647045,1.750000,3.141593,8.337086
21,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
21,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
21,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
21,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
22,0,car,53.028572,5.250000,3.141593,6.834348
22,1,car,38.946339,5.250000,3.141593,10.968502
22,2,car,21.239780,5.250000,3.141593,5.999749
22,3,car,49.647045,1.750000,3.141593,8.337086
22,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
22,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
22,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
22,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
23,0,car,53.028572,5.250000,3.141593,6.834348
23,1,car,38.946339,5.250000,3.141593,10.968502
23,2,car,21.239780,5.250000,3.141593,5.999749
23,3,car,49.647045,1.750000,3.141593,8.337086
23,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
23,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
23,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
23,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
24,0,car,53.028572,5.250000,3.141593,6.834348
24,1,car,38.946339,5.250000,3.141593,10.968502
24,2,car,21.239780,5.250000,3.141593,5.999749
24,3,car,49.647045,1.750000,3.141593,8.337086
24,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
24,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
24,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
24,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
25,0,car,53.028572,5.250000,3.141593,6.834348
25,1,car,38.946339,5.250000,3.141593,10.968502
25,2,car,21.239780,5.250000,3.141593,5.999749
25,3,car,49.647045,1.750000,3.141593,8.337086
25,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
25,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
25,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
25,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
26,0,car,53.028572,5.250000,3.141593,6.834348
26,1,car,38.946339,5.250000,3.141593,10.968502
26,2,car,21.239780,5.250000,3.141593,5.999749
26,3,car,49.647045,1.750000,3.141593,8.337086
26,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
26,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
26,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
26,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
27,0,car,53.028572,5.250000,3.141593,6.834348
27,1,car,38.946339,5.250000,3.141593,10.968502
27,2,car,21.239780,5.250000,3.141593,5.999749
27,3,car,49.647045,1.750000,3.141593,8.337086
27,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
27,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
27,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
27,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
28,0,car,53.028572,5.250000,3.141593,6.834348
28,1,car,38.946339,5.250000,3.141593,10.968502
28,2,car,21.239780,5.250000,3.141593,5.999749
28,3,car,49.647045,1.750000,3.141593,8.337086
28,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
28,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
28,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
28,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
29,0,car,53.028572,5.250000,3.141593,6.834348
29,1,car,38.946339,5.250000,3.141593,10.968502
29,2,car,21.239780,5.250000,3.141593,5.999749
29,3,car,49.647045,1.750000,3.141593,8.337086
29,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
29,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
29,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
29,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
30,0,car,53.028572,5.250000,3.141593,6.834348
30,1,car,38.946339,5.250000,3.141593,10.968502
30,2,car,21.239780,5.250000,3.141593,5.999749
30,3,car,49.647045,1.750000,3.141593,8.337086
30,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
30,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
30,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
30,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
31,0,car,53.028572,5.250000,3.141593,6.834348
31,1,car,38.946339,5.250000,3.141593,10.968502
31,2,car,21.239780,5.250000,3.141593,5.999749
31,3,car,49.647045,1.750000,3.141593,8.337086
31,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
31,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
31,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
31,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
32,0,car,53.028572,5.250000,3.141593,6.834348
32,1,car,38.946339,5.250000,3.141593,10.968502
32,2,car,21.239780,5.250000,3.141593,5.999749
32,3,car,49.647045,1.750000,3.141593,8.337086
32,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
32,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
32,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
32,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
33,0,car,53.028572,5.250000,3.141593,6.834348
33,1,car,38.946339,5.250000,3.141593,10.968502
33,2,car,21.239780,5.250000,3.141593,5.999749
33,3,car,49.647045,1.750000,3.141593,8.337086
33,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
33,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
33,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
33,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
34,0,car,53.028572,5.250000,3.141593,6.834348
34,1,car,38.946339,5.250000,3.141593,10.968502
34,2,car,21.239780,5.250000,3.141593,5.999749
34,3,car,49.647045,1.750000,3.141593,8.337086
34,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
34,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
34,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
34,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
35,0,car,53.028572,5.250000,3.141593,6.834348
35,1,car,38.946339,5.250000,3.141593,10.968502
35,2,car,21.239780,5.250000,3.141593,5.999749
35,3,car,49.647045,1.750000,3.141593,8.337086
35,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
35,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
35,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
35,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
36,0,car,53.028572,5.250000,3.141593,6.834348
36,1,car,38.946339,5.250000,3.141593,10.968502
36,2,car,21.239780,5.250000,3.141593,5.999749
36,3,car,49.647045,1.750000,3.141593,8.337086
36,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
36,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
36,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
36,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
37,0,car,53.028572,5.250000,3.141593,6.834348
37,1,car,38.946339,5.250000,3.141593,10.968502
37,2,car,21.239780,5.250000,3.141593,5.999749
37,3,car,49.647045,1.750000,3.141593,8.337086
37,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
37,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
37,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
37,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
38,0,car,53.028572,5.250000,3.141593,6.834348
38,1,car,38.946339,5.250000,3.141593,10.968502
38,2,car,21.239780,5.250000,3.141593,5.999749
38,3,car,49.647045,1.750000,3.141593,8.337086
38,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
38,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
38,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
38,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
39,0,car,53.028572,5.250000,3.141593,6.834348
39,1,car,38.946339,5.250000,3.141593,10.968502
39,2,car,21.239780,5.250000,3.141593,5.999749
39,3,car,49.647045,1.750000,3.141593,8.337086
39,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
39,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
39,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
39,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
40,0,car,53.028572,5.250000,3.141593,6.834348
40,1,car,38.946339,5.250000,3.141593,10.968502
40,2,car,21.239780,5.250000,3.141593,5.999749
40,3,car,49.647045,1.750000,3.141593,8.337086
40,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
40,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
40,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
40,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
41,0,car,53.028572,5.250000,3.141593,6.834348
41,1,car,38.946339,5.250000,3.141593,10.968502
41,2,car,21.239780,5.250000,3.141593,5.999749
41,3,car,49.647045,1.750000,3.141593,8.337086
41,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
41,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
41,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
41,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
42,0,car,53.028572,5.250000,3.141593,6.834348
42,1,car,38.946339,5.250000,3.141593,10.968502
42,2,car,21.239780,5.250000,3.141593,5.999749
42,3,car,49.647045,1.750000,3.141593,8.337086
42,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
42,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
42,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
42,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
43,0,car,53.028572,5.250000,3.141593,6.834348
43,1,car,38.946339,5.250000,3.141593,10.968502
43,2,car,21.239780,5.250000,3.141593,5.999749
43,3,car,49.647045,1.750000,3.141593,8.337086
43,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
43,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
43,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
43,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
44,0,car,53.028572,5.250000,3.141593,6.834348
44,1,car,38.946339,5.250000,3.141593,10.968502
44,2,car,21.239780,5.250000,3.141593,5.999749
44,3,car,49.647045,1.750000,3.141593,8.337086
44,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
44,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
44,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
44,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
45,0,car,53.028572,5.250000,3.141593,6.834348
45,1,car,38.946339,5.250000,3.141593,10.968502
45,2,car,21.239780,5.250000,3.141593,5.999749
45,3,car,49.647045,1.750000,3.141593,8.337086
45,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
45,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
45,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
45,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
46,0,car,53.028572,5.250000,3.141593,6.834348
46,1,car,38.946339,5.250000,3.141593,10.968502
46,2,car,21.239780,5.250000,3.141593,5.999749
46,3,car,49.647045,1.750000,3.141593,8.337086
46,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
46,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
46,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
46,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
47,0,car,53.028572,5.250000,3.141593,6.834348
47,1,car,38.946339,5.250000,3.141593,10.968502
47,2,car,21.239780,5.250000,3.141593,5.999749
47,3,car,49.647045,1.750000,3.141593,8.337086
47,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
47,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
47,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
47,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
48,0,car,53.028572,5.250000,3.141593,6.834348
48,1,car,38.946339,5.250000,3.141593,10.968502
48,2,car,21.239780,5.250000,3.141593,5.999749
48,3,car,49.647045,1.750000,3.141593,8.337086
48,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
48,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
48,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
48,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
49,0,car,53.028572,5.250000,3.141593,6.834348
49,1,car,38.946339,5.250000,3.141593,10.968502
49,2,car,21.239780,5.250000,3.141593,5.999749
49,3,car,49.647045,1.750000,3.141593,8.337086
49,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
49,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
49,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
49,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
50,0,car,53.028572,5.250000,3.141593,6.834348
50,1,car,38.946339,5.250000,3.141593,10.968502
50,2,car,21.239780,5.250000,3.141593,5.999749
50,3,car,49.647045,1.750000,3.141593,8.337086
50,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
50,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
50,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
50,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
51,0,car,53.028572,5.250000,3.141593,6.834348
51,1,car,38.946339,5.250000,3.141593,10.968502
51,2,car,21.239780,5.250000,3.141593,5.999749
51,3,car,49.647045,1.750000,3.141593,8.337086
51,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
51,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
51,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
51,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
52,0,car,53.028572,5.250000,3.141593,6.834348
52,1,car,38.946339,5.250000,3.141593,10.968502
52,2,car,21.239780,5.250000,3.141593,5.999749
52,3,car,49.647045,1.750000,3.141593,8.337086
52,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
52,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
52,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
52,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
53,0,car,53.028572,5.250000,3.141593,6.834348
53,1,car,38.946339,5.250000,3.141593,10.968502
53,2,car,21.239780,5.250000,3.141593,5.999749
53,3,car,49.647045,1.750000,3.141593,8.337086
53,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
53,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
53,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
53,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
54,0,car,53.028572,5.250000,3.141593,6.834348
54,1,car,38.946339,5.250000,3.141593,10.968502
54,2,car,21.239780,5.250000,3.141593,5.999749
54,3,car,49.647045,1.750000,3.141593,8.337086
54,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
54,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
54,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
54,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
55,0,car,53.028572,5.250000,3.141593,6.834348
55,1,car,38.946339,5.250000,3.141593,10.968502
55,2,car,21.239780,5.250000,3.141593,5.999749
55,3,car,49.647045,1.750000,3.141593,8.337086
55,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
55,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
55,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
55,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
56,0,car,53.028572,5.250000,3.141593,6.834348
56,1,car,38.946339,5.250000,3.141593,10.968502
56,2,car,21.239780,5.250000,3.141593,5.999749
56,3,car,49.647045,1.750000,3.141593,8.337086
56,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
56,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
56,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
56,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
57,0,car,53.028572,5.250000,3.141593,6.834348
57,1,car,38.946339,5.250000,3.141593,10.968502
57,2,car,21.239780,5.250000,3.141593,5.999749
57,3,car,49.647045,1.750000,3.141593,8.337086
57,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
57,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
57,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
57,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
58,0,car,53.028572,5.250000,3.141593,6.834348
58,1,car,38.946339,5.250000,3.141593,10.968502
58,2,car,21.239780,5.250000,3.141593,5.999749
58,3,car,49.647045,1.750000,3.141593,8.337086
58,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
58,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
58,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
58,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
59,0,car,53.028572,5.250000,3.141593,6.834348
59,1,car,38.946339,5.250000,3.141593,10.968502
59,2,car,21.239780,5.250000,3.141593,5.999749
59,3,car,49.647045,1.750000,3.141593,8.337086
59,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
59,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
59,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
59,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
60,0,car,53.028572,5.250000,3.141593,6.834348
60,1,car,38.946339,5.250000,3.141593,10.968502
60,2,car,21.239780,5.250000,3.141593,5.999749
60,3,car,49.647045,1.750000,3.141593,8.337086
60,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
